Codigo;Nome;Icoef;Coeficientes
204; CACH.CALDEIR ;1;9.55E-02
204; CACH.CALDEIR ;2;-3.36E-04
204; CACH.CALDEIR ;3;6.81E-07
204; CACH.CALDEIR ;4;-5.74E-10
215; SALTO PILAO  ;0;3.17E+02
215; SALTO PILAO  ;1;1.52E+01
215; SALTO PILAO  ;2;-3.79E+01
215; SALTO PILAO  ;3;6.63E+01
215; SALTO PILAO  ;4;-4.33E+01
217; ROSAL        ;0;5.55E+02
217; ROSAL        ;1;0.00E+00
217; ROSAL        ;2;0.00E+00
217; ROSAL        ;3;0.00E+00
217; ROSAL        ;4;0.00E+00
225; SLT APIACAS  ;0;2.48E+02
225; SLT APIACAS  ;1;0.00E+00
225; SLT APIACAS  ;2;0.00E+00
225; SLT APIACAS  ;3;0.00E+00
225; SLT APIACAS  ;4;0.00E+00
227; SINOP        ;0;2.82E+02
227; SINOP        ;1;1.29E-02
227; SINOP        ;2;-3.37E-06
227; SINOP        ;3;5.32E-10
227; SINOP        ;4;-3.66E-14
228; COLIDER      ;0;2.55E+02
228; COLIDER      ;1;2.45E-02
228; COLIDER      ;2;-1.85E-05
228; COLIDER      ;3;9.95E-09
228; COLIDER      ;4;-2.26E-12
229; TELES PIRES  ;0;1.96E+02
229; TELES PIRES  ;1;1.09E-01
229; TELES PIRES  ;2;-2.47E-04
229; TELES PIRES  ;3;2.67E-07
229; TELES PIRES  ;4;-1.05E-10
230; SAO MANOEL   ;0;1.44E+02
230; SAO MANOEL   ;1;6.94E-02
230; SAO MANOEL   ;2;-1.49E-04
230; SAO MANOEL   ;3;2.05E-07
230; SAO MANOEL   ;4;-1.14E-10
241; SLT VERDINHO ;0;3.70E+02
241; SLT VERDINHO ;1;0.00E+00
241; SLT VERDINHO ;2;0.00E+00
241; SLT VERDINHO ;3;0.00E+00
241; SLT VERDINHO ;4;0.00E+00
249; OURINHOS     ;0;3.98E+02
249; OURINHOS     ;1;0.00E+00
249; OURINHOS     ;2;0.00E+00
249; OURINHOS     ;3;0.00E+00
249; OURINHOS     ;4;0.00E+00
251; SERRA MESA   ;0;3.91E+02
251; SERRA MESA   ;1;2.77E-03
251; SERRA MESA   ;2;-4.36E-08
251; SERRA MESA   ;3;2.90E-13
251; SERRA MESA   ;4;0.00E+00
252; CANA BRAVA   ;0;3.04E+02
252; CANA BRAVA   ;1;2.19E-02
252; CANA BRAVA   ;2;-6.59E-06
252; CANA BRAVA   ;3;1.33E-09
252; CANA BRAVA   ;4;-1.13E-13
253; SAO SALVADOR ;0;2.04E+02
253; SAO SALVADOR ;1;3.25E-01
253; SAO SALVADOR ;2;-5.05E-04
253; SAO SALVADOR ;3;3.61E-07
253; SAO SALVADOR ;4;-9.76E-11
257; PEIXE ANGIC  ;0;2.39E+02
257; PEIXE ANGIC  ;1;2.92E-02
257; PEIXE ANGIC  ;2;-1.80E-05
257; PEIXE ANGIC  ;3;5.66E-09
257; PEIXE ANGIC  ;4;-6.61E-13
261; LAJEADO      ;0;1.99E+02
261; LAJEADO      ;1;4.36E-03
261; LAJEADO      ;2;-5.21E-07
261; LAJEADO      ;3;4.41E-11
261; LAJEADO      ;4;-1.62E-15
262; SALTO        ;0;4.46E+02
262; SALTO        ;1;0.00E+00
262; SALTO        ;2;0.00E+00
262; SALTO        ;3;0.00E+00
262; SALTO        ;4;0.00E+00
267; ESTREITO TOC ;0;1.42E+02
267; ESTREITO TOC ;1;3.24E-03
267; ESTREITO TOC ;2;7.96E-08
267; ESTREITO TOC ;3;-6.58E-11
267; ESTREITO TOC ;4;5.16E-15
272; CURUA-UNA    ;0;2.14E+01
272; CURUA-UNA    ;1;3.36E-02
272; CURUA-UNA    ;2;-4.01E-05
272; CURUA-UNA    ;3;2.50E-08
272; CURUA-UNA    ;4;-2.79E-12
275; TUCURUI      ;0;3.18E+01
275; TUCURUI      ;1;2.39E-03
275; TUCURUI      ;2;-6.75E-08
275; TUCURUI      ;3;1.05E-12
275; TUCURUI      ;4;-6.35E-18
276; RONDON II    ;0;2.61E+02
276; RONDON II    ;1;1.31E-02
276; RONDON II    ;2;7.00E-06
276; RONDON II    ;3;-9.00E-09
276; RONDON II    ;4;0.00E+00
277; BALBINA      ;0;3.70E+01
277; BALBINA      ;1;1.34E-03
277; BALBINA      ;2;-5.46E-08
277; BALBINA      ;3;1.45E-12
277; BALBINA      ;4;-1.55E-17
278; MANSO        ;0;2.80E+02
278; MANSO        ;1;-1.02E-02
278; MANSO        ;2;3.93E-06
278; MANSO        ;3;-4.77E-10
278; MANSO        ;4;2.03E-14
279; SAMUEL       ;0;7.10E+01
279; SAMUEL       ;1;1.38E-02
279; SAMUEL       ;2;-5.62E-06
279; SAMUEL       ;3;1.23E-09
279; SAMUEL       ;4;-1.05E-13
280; COARACY NUNE ;0;3.06E+01
280; COARACY NUNE ;1;2.51E-01
280; COARACY NUNE ;2;-3.16E-03
280; COARACY NUNE ;3;2.25E-05
280; COARACY NUNE ;4;-6.08E-08
281; PONTE PEDRA  ;0;3.95E+02
281; PONTE PEDRA  ;1;0.00E+00
281; PONTE PEDRA  ;2;0.00E+00
281; PONTE PEDRA  ;3;0.00E+00
281; PONTE PEDRA  ;4;0.00E+00
283; STA CLARA MG ;0;8.57E+01
283; STA CLARA MG ;1;0.00E+00
283; STA CLARA MG ;2;0.00E+00
283; STA CLARA MG ;3;0.00E+00
283; STA CLARA MG ;4;0.00E+00
284; FERREIRA GOM ;0;7.65E+00
284; FERREIRA GOM ;1;1.89E-01
284; FERREIRA GOM ;2;-1.13E-03
284; FERREIRA GOM ;3;4.48E-06
284; FERREIRA GOM ;4;-7.19E-09
285; JIRAU        ;0;6.64E+01
285; JIRAU        ;1;2.07E-02
285; JIRAU        ;2;-8.28E-06
285; JIRAU        ;3;1.92E-09
285; JIRAU        ;4;-1.84E-13
286; STO ANT JARI ;0;1.39E+01
286; STO ANT JARI ;1;3.59E-01
286; STO ANT JARI ;2;-3.45E-03
286; STO ANT JARI ;3;1.64E-05
286; STO ANT JARI ;4;-3.01E-08
287; STO ANTONIO  ;0;5.47E+01
287; STO ANTONIO  ;1;2.04E-02
287; STO ANTONIO  ;2;-1.38E-05
287; STO ANTONIO  ;3;5.25E-09
287; STO ANTONIO  ;4;-7.47E-13
288; BELO MONTE   ;0;8.70E+01
288; BELO MONTE   ;1;7.35E-03
288; BELO MONTE   ;2;-2.06E-06
288; BELO MONTE   ;3;4.16E-10
288; BELO MONTE   ;4;-3.56E-14
290; ESPORA       ;0;5.59E+02
290; ESPORA       ;1;4.00E-01
290; ESPORA       ;2;-2.78E-03
290; ESPORA       ;3;9.26E-06
290; ESPORA       ;4;-1.15E-08
304; ITIQUIRA I   ;0;4.12E+02
304; ITIQUIRA I   ;1;0.00E+00
304; ITIQUIRA I   ;2;0.00E+00
304; ITIQUIRA I   ;3;0.00E+00
304; ITIQUIRA I   ;4;0.00E+00
305; ITIQUIRA II  ;0;3.20E+02
305; ITIQUIRA II  ;1;0.00E+00
305; ITIQUIRA II  ;2;0.00E+00
305; ITIQUIRA II  ;3;0.00E+00
305; ITIQUIRA II  ;4;0.00E+00
309; JURUENA      ;0;4.46E+02
309; JURUENA      ;1;3.15E+00
309; JURUENA      ;2;4.05E-01
309; JURUENA      ;3;-3.02E-01
309; JURUENA      ;4;3.40E-02
310; DARDANELOS   ;0;2.14E+02
310; DARDANELOS   ;1;0.00E+00
310; DARDANELOS   ;2;0.00E+00
310; DARDANELOS   ;3;0.00E+00
310; DARDANELOS   ;4;0.00E+00
311; CACU         ;0;4.76E+02
311; CACU         ;1;0.00E+00
311; CACU         ;2;0.00E+00
311; CACU         ;3;0.00E+00
311; CACU         ;4;0.00E+00
312; B. COQUEIROS ;0;4.18E+02
312; B. COQUEIROS ;1;1.73E-01
312; B. COQUEIROS ;2;-4.19E-04
312; B. COQUEIROS ;3;5.91E-07
312; B. COQUEIROS ;4;-3.20E-10
314; PIMENTAL     ;0;8.70E+01
314; PIMENTAL     ;1;7.35E-03
314; PIMENTAL     ;2;-2.06E-06
314; PIMENTAL     ;3;4.16E-10
314; PIMENTAL     ;4;-3.56E-14
315; FOZ R. CLARO ;0;3.54E+02
315; FOZ R. CLARO ;1;0.00E+00
315; FOZ R. CLARO ;2;0.00E+00
315; FOZ R. CLARO ;3;0.00E+00
315; FOZ R. CLARO ;4;0.00E+00
