CodigoBarra;NomeBarra;Periodo;Carga;CodigoSubmercado;Swing
16;BARRA 16;28;27.00317003;1;False
17;BARRA 17;28;27.00317003;1;False
18;BARRA 18;28;27.00317003;1;False
19;BARRA 19;28;27.00317003;1;False
20;BARRA 20;28;27.00317003;2;False
21;BARRA 21;28;27.00317003;1;False
22;BARRA 22;28;27.00317003;1;False
23;BARRA 23;28;27.00317003;1;False
24;BARRA 24;28;27.00317003;2;False
1;BARRA 1;29;27.30991624;1;True
2;BARRA 2;29;27.30991624;1;False
3;BARRA 3;29;27.30991624;1;False
4;BARRA 4;29;27.30991624;1;False
5;BARRA 5;29;27.30991624;1;False
6;BARRA 6;29;27.30991624;1;False
7;BARRA 7;29;27.30991624;1;False
8;BARRA 8;29;27.30991624;1;False
9;BARRA 9;29;27.30991624;1;False
10;BARRA 10;29;27.30991624;1;False
11;BARRA 11;29;27.30991624;1;False
12;BARRA 12;29;27.30991624;1;False
13;BARRA 13;29;27.30991624;1;False
14;BARRA 14;29;27.30991624;1;False
15;BARRA 15;29;27.30991624;2;False
16;BARRA 16;29;27.30991624;1;False
17;BARRA 17;29;27.30991624;1;False
18;BARRA 18;29;27.30991624;1;False
19;BARRA 19;29;27.30991624;1;False
20;BARRA 20;29;27.30991624;2;False
21;BARRA 21;29;27.30991624;1;False
22;BARRA 22;29;27.30991624;1;False
23;BARRA 23;29;27.30991624;1;False
24;BARRA 24;29;27.30991624;2;False
1;BARRA 1;30;27.44401871;1;True
2;BARRA 2;30;27.44401871;1;False
3;BARRA 3;30;27.44401871;1;False
4;BARRA 4;30;27.44401871;1;False
5;BARRA 5;30;27.44401871;1;False
6;BARRA 6;30;27.44401871;1;False
7;BARRA 7;30;27.44401871;1;False
8;BARRA 8;30;27.44401871;1;False
9;BARRA 9;30;27.44401871;1;False
10;BARRA 10;30;27.44401871;1;False
11;BARRA 11;30;27.44401871;1;False
12;BARRA 12;30;27.44401871;1;False
13;BARRA 13;30;27.44401871;1;False
14;BARRA 14;30;27.44401871;1;False
15;BARRA 15;30;27.44401871;2;False
16;BARRA 16;30;27.44401871;1;False
17;BARRA 17;30;27.44401871;1;False
18;BARRA 18;30;27.44401871;1;False
19;BARRA 19;30;27.44401871;1;False
20;BARRA 20;30;27.44401871;2;False
21;BARRA 21;30;27.44401871;1;False
22;BARRA 22;30;27.44401871;1;False
23;BARRA 23;30;27.44401871;1;False
24;BARRA 24;30;27.44401871;2;False
1;BARRA 1;31;27.53957993;1;True
2;BARRA 2;31;27.53957993;1;False
3;BARRA 3;31;27.53957993;1;False
4;BARRA 4;31;27.53957993;1;False
5;BARRA 5;31;27.53957993;1;False
6;BARRA 6;31;27.53957993;1;False
7;BARRA 7;31;27.53957993;1;False
8;BARRA 8;31;27.53957993;1;False
9;BARRA 9;31;27.53957993;1;False
10;BARRA 10;31;27.53957993;1;False
11;BARRA 11;31;27.53957993;1;False
12;BARRA 12;31;27.53957993;1;False
13;BARRA 13;31;27.53957993;1;False
14;BARRA 14;31;27.53957993;1;False
15;BARRA 15;31;27.53957993;2;False
16;BARRA 16;31;27.53957993;1;False
17;BARRA 17;31;27.53957993;1;False
18;BARRA 18;31;27.53957993;1;False
19;BARRA 19;31;27.53957993;1;False
20;BARRA 20;31;27.53957993;2;False
21;BARRA 21;31;27.53957993;1;False
22;BARRA 22;31;27.53957993;1;False
23;BARRA 23;31;27.53957993;1;False
24;BARRA 24;31;27.53957993;2;False
1;BARRA 1;32;27.61191079;1;True
2;BARRA 2;32;27.61191079;1;False
3;BARRA 3;32;27.61191079;1;False
4;BARRA 4;32;27.61191079;1;False
5;BARRA 5;32;27.61191079;1;False
6;BARRA 6;32;27.61191079;1;False
7;BARRA 7;32;27.61191079;1;False
8;BARRA 8;32;27.61191079;1;False
9;BARRA 9;32;27.61191079;1;False
10;BARRA 10;32;27.61191079;1;False
11;BARRA 11;32;27.61191079;1;False
12;BARRA 12;32;27.61191079;1;False
13;BARRA 13;32;27.61191079;1;False
14;BARRA 14;32;27.61191079;1;False
15;BARRA 15;32;27.61191079;2;False
16;BARRA 16;32;27.61191079;1;False
17;BARRA 17;32;27.61191079;1;False
18;BARRA 18;32;27.61191079;1;False
19;BARRA 19;32;27.61191079;1;False
20;BARRA 20;32;27.61191079;2;False
21;BARRA 21;32;27.61191079;1;False
22;BARRA 22;32;27.61191079;1;False
23;BARRA 23;32;27.61191079;1;False
24;BARRA 24;32;27.61191079;2;False
1;BARRA 1;33;27.51370976;1;True
2;BARRA 2;33;27.51370976;1;False
3;BARRA 3;33;27.51370976;1;False
4;BARRA 4;33;27.51370976;1;False
5;BARRA 5;33;27.51370976;1;False
6;BARRA 6;33;27.51370976;1;False
7;BARRA 7;33;27.51370976;1;False
8;BARRA 8;33;27.51370976;1;False
9;BARRA 9;33;27.51370976;1;False
10;BARRA 10;33;27.51370976;1;False
11;BARRA 11;33;27.51370976;1;False
12;BARRA 12;33;27.51370976;1;False
13;BARRA 13;33;27.51370976;1;False
14;BARRA 14;33;27.51370976;1;False
15;BARRA 15;33;27.51370976;2;False
16;BARRA 16;33;27.51370976;1;False
17;BARRA 17;33;27.51370976;1;False
18;BARRA 18;33;27.51370976;1;False
19;BARRA 19;33;27.51370976;1;False
20;BARRA 20;33;27.51370976;2;False
21;BARRA 21;33;27.51370976;1;False
22;BARRA 22;33;27.51370976;1;False
23;BARRA 23;33;27.51370976;1;False
24;BARRA 24;33;27.51370976;2;False
1;BARRA 1;34;27.41075708;1;True
2;BARRA 2;34;27.41075708;1;False
3;BARRA 3;34;27.41075708;1;False
4;BARRA 4;34;27.41075708;1;False
5;BARRA 5;34;27.41075708;1;False
6;BARRA 6;34;27.41075708;1;False
7;BARRA 7;34;27.41075708;1;False
8;BARRA 8;34;27.41075708;1;False
9;BARRA 9;34;27.41075708;1;False
10;BARRA 10;34;27.41075708;1;False
11;BARRA 11;34;27.41075708;1;False
12;BARRA 12;34;27.41075708;1;False
13;BARRA 13;34;27.41075708;1;False
14;BARRA 14;34;27.41075708;1;False
15;BARRA 15;34;27.41075708;2;False
16;BARRA 16;34;27.41075708;1;False
17;BARRA 17;34;27.41075708;1;False
18;BARRA 18;34;27.41075708;1;False
19;BARRA 19;34;27.41075708;1;False
20;BARRA 20;34;27.41075708;2;False
21;BARRA 21;34;27.41075708;1;False
22;BARRA 22;34;27.41075708;1;False
23;BARRA 23;34;27.41075708;1;False
24;BARRA 24;34;27.41075708;2;False
1;BARRA 1;35;26.96885246;1;True
2;BARRA 2;35;26.96885246;1;False
3;BARRA 3;35;26.96885246;1;False
4;BARRA 4;35;26.96885246;1;False
5;BARRA 5;35;26.96885246;1;False
6;BARRA 6;35;26.96885246;1;False
7;BARRA 7;35;26.96885246;1;False
8;BARRA 8;35;26.96885246;1;False
9;BARRA 9;35;26.96885246;1;False
10;BARRA 10;35;26.96885246;1;False
11;BARRA 11;35;26.96885246;1;False
12;BARRA 12;35;26.96885246;1;False
13;BARRA 13;35;26.96885246;1;False
14;BARRA 14;35;26.96885246;1;False
15;BARRA 15;35;26.96885246;2;False
16;BARRA 16;35;26.96885246;1;False
17;BARRA 17;35;26.96885246;1;False
18;BARRA 18;35;26.96885246;1;False
19;BARRA 19;35;26.96885246;1;False
20;BARRA 20;35;26.96885246;2;False
21;BARRA 21;35;26.96885246;1;False
22;BARRA 22;35;26.96885246;1;False
23;BARRA 23;35;26.96885246;1;False
24;BARRA 24;35;26.96885246;2;False
1;BARRA 1;36;27.19429245;1;True
2;BARRA 2;36;27.19429245;1;False
3;BARRA 3;36;27.19429245;1;False
4;BARRA 4;36;27.19429245;1;False
5;BARRA 5;36;27.19429245;1;False
6;BARRA 6;36;27.19429245;1;False
7;BARRA 7;36;27.19429245;1;False
8;BARRA 8;36;27.19429245;1;False
9;BARRA 9;36;27.19429245;1;False
10;BARRA 10;36;27.19429245;1;False
11;BARRA 11;36;27.19429245;1;False
12;BARRA 12;36;27.19429245;1;False
13;BARRA 13;36;27.19429245;1;False
14;BARRA 14;36;27.19429245;1;False
15;BARRA 15;36;27.19429245;2;False
16;BARRA 16;36;27.19429245;1;False
17;BARRA 17;36;27.19429245;1;False
18;BARRA 18;36;27.19429245;1;False
19;BARRA 19;36;27.19429245;1;False
20;BARRA 20;36;27.19429245;2;False
21;BARRA 21;36;27.19429245;1;False
22;BARRA 22;36;27.19429245;1;False
23;BARRA 23;36;27.19429245;1;False
24;BARRA 24;36;27.19429245;2;False
1;BARRA 1;37;27.76871565;1;True
2;BARRA 2;37;27.76871565;1;False
3;BARRA 3;37;27.76871565;1;False
4;BARRA 4;37;27.76871565;1;False
5;BARRA 5;37;27.76871565;1;False
6;BARRA 6;37;27.76871565;1;False
7;BARRA 7;37;27.76871565;1;False
8;BARRA 8;37;27.76871565;1;False
9;BARRA 9;37;27.76871565;1;False
10;BARRA 10;37;27.76871565;1;False
11;BARRA 11;37;27.76871565;1;False
12;BARRA 12;37;27.76871565;1;False
13;BARRA 13;37;27.76871565;1;False
14;BARRA 14;37;27.76871565;1;False
15;BARRA 15;37;27.76871565;2;False
16;BARRA 16;37;27.76871565;1;False
17;BARRA 17;37;27.76871565;1;False
18;BARRA 18;37;27.76871565;1;False
19;BARRA 19;37;27.76871565;1;False
20;BARRA 20;37;27.76871565;2;False
21;BARRA 21;37;27.76871565;1;False
22;BARRA 22;37;27.76871565;1;False
23;BARRA 23;37;27.76871565;1;False
24;BARRA 24;37;27.76871565;2;False
1;BARRA 1;38;28.20375675;1;True
2;BARRA 2;38;28.20375675;1;False
3;BARRA 3;38;28.20375675;1;False
4;BARRA 4;38;28.20375675;1;False
5;BARRA 5;38;28.20375675;1;False
6;BARRA 6;38;28.20375675;1;False
7;BARRA 7;38;28.20375675;1;False
8;BARRA 8;38;28.20375675;1;False
9;BARRA 9;38;28.20375675;1;False
10;BARRA 10;38;28.20375675;1;False
11;BARRA 11;38;28.20375675;1;False
12;BARRA 12;38;28.20375675;1;False
13;BARRA 13;38;28.20375675;1;False
14;BARRA 14;38;28.20375675;1;False
15;BARRA 15;38;28.20375675;2;False
16;BARRA 16;38;28.20375675;1;False
17;BARRA 17;38;28.20375675;1;False
18;BARRA 18;38;28.20375675;1;False
19;BARRA 19;38;28.20375675;1;False
20;BARRA 20;38;28.20375675;2;False
21;BARRA 21;38;28.20375675;1;False
22;BARRA 22;38;28.20375675;1;False
23;BARRA 23;38;28.20375675;1;False
24;BARRA 24;38;28.20375675;2;False
1;BARRA 1;39;28.1044998;1;True
2;BARRA 2;39;28.1044998;1;False
3;BARRA 3;39;28.1044998;1;False
4;BARRA 4;39;28.1044998;1;False
5;BARRA 5;39;28.1044998;1;False
6;BARRA 6;39;28.1044998;1;False
7;BARRA 7;39;28.1044998;1;False
8;BARRA 8;39;28.1044998;1;False
9;BARRA 9;39;28.1044998;1;False
10;BARRA 10;39;28.1044998;1;False
11;BARRA 11;39;28.1044998;1;False
12;BARRA 12;39;28.1044998;1;False
13;BARRA 13;39;28.1044998;1;False
14;BARRA 14;39;28.1044998;1;False
15;BARRA 15;39;28.1044998;2;False
16;BARRA 16;39;28.1044998;1;False
17;BARRA 17;39;28.1044998;1;False
18;BARRA 18;39;28.1044998;1;False
19;BARRA 19;39;28.1044998;1;False
20;BARRA 20;39;28.1044998;2;False
21;BARRA 21;39;28.1044998;1;False
22;BARRA 22;39;28.1044998;1;False
23;BARRA 23;39;28.1044998;1;False
24;BARRA 24;39;28.1044998;2;False
1;BARRA 1;40;27.6948009;1;True
2;BARRA 2;40;27.6948009;1;False
3;BARRA 3;40;27.6948009;1;False
4;BARRA 4;40;27.6948009;1;False
5;BARRA 5;40;27.6948009;1;False
6;BARRA 6;40;27.6948009;1;False
7;BARRA 7;40;27.6948009;1;False
8;BARRA 8;40;27.6948009;1;False
9;BARRA 9;40;27.6948009;1;False
10;BARRA 10;40;27.6948009;1;False
11;BARRA 11;40;27.6948009;1;False
12;BARRA 12;40;27.6948009;1;False
13;BARRA 13;40;27.6948009;1;False
14;BARRA 14;40;27.6948009;1;False
15;BARRA 15;40;27.6948009;2;False
16;BARRA 16;40;27.6948009;1;False
17;BARRA 17;40;27.6948009;1;False
18;BARRA 18;40;27.6948009;1;False
19;BARRA 19;40;27.6948009;1;False
20;BARRA 20;40;27.6948009;2;False
21;BARRA 21;40;27.6948009;1;False
22;BARRA 22;40;27.6948009;1;False
23;BARRA 23;40;27.6948009;1;False
24;BARRA 24;40;27.6948009;2;False
1;BARRA 1;41;27.33684233;1;True
2;BARRA 2;41;27.33684233;1;False
3;BARRA 3;41;27.33684233;1;False
4;BARRA 4;41;27.33684233;1;False
5;BARRA 5;41;27.33684233;1;False
6;BARRA 6;41;27.33684233;1;False
7;BARRA 7;41;27.33684233;1;False
8;BARRA 8;41;27.33684233;1;False
9;BARRA 9;41;27.33684233;1;False
10;BARRA 10;41;27.33684233;1;False
11;BARRA 11;41;27.33684233;1;False
12;BARRA 12;41;27.33684233;1;False
13;BARRA 13;41;27.33684233;1;False
14;BARRA 14;41;27.33684233;1;False
15;BARRA 15;41;27.33684233;2;False
16;BARRA 16;41;27.33684233;1;False
17;BARRA 17;41;27.33684233;1;False
18;BARRA 18;41;27.33684233;1;False
19;BARRA 19;41;27.33684233;1;False
20;BARRA 20;41;27.33684233;2;False
21;BARRA 21;41;27.33684233;1;False
22;BARRA 22;41;27.33684233;1;False
23;BARRA 23;41;27.33684233;1;False
24;BARRA 24;41;27.33684233;2;False
1;BARRA 1;42;27.20168393;1;True
2;BARRA 2;42;27.20168393;1;False
3;BARRA 3;42;27.20168393;1;False
4;BARRA 4;42;27.20168393;1;False
5;BARRA 5;42;27.20168393;1;False
6;BARRA 6;42;27.20168393;1;False
7;BARRA 7;42;27.20168393;1;False
8;BARRA 8;42;27.20168393;1;False
9;BARRA 9;42;27.20168393;1;False
10;BARRA 10;42;27.20168393;1;False
11;BARRA 11;42;27.20168393;1;False
12;BARRA 12;42;27.20168393;1;False
13;BARRA 13;42;27.20168393;1;False
14;BARRA 14;42;27.20168393;1;False
15;BARRA 15;42;27.20168393;2;False
16;BARRA 16;42;27.20168393;1;False
17;BARRA 17;42;27.20168393;1;False
18;BARRA 18;42;27.20168393;1;False
19;BARRA 19;42;27.20168393;1;False
20;BARRA 20;42;27.20168393;2;False
21;BARRA 21;42;27.20168393;1;False
22;BARRA 22;42;27.20168393;1;False
23;BARRA 23;42;27.20168393;1;False
24;BARRA 24;42;27.20168393;2;False
1;BARRA 1;43;26.97571598;1;True
2;BARRA 2;43;26.97571598;1;False
3;BARRA 3;43;26.97571598;1;False
4;BARRA 4;43;26.97571598;1;False
5;BARRA 5;43;26.97571598;1;False
6;BARRA 6;43;26.97571598;1;False
7;BARRA 7;43;26.97571598;1;False
8;BARRA 8;43;26.97571598;1;False
9;BARRA 9;43;26.97571598;1;False
10;BARRA 10;43;26.97571598;1;False
11;BARRA 11;43;26.97571598;1;False
12;BARRA 12;43;26.97571598;1;False
13;BARRA 13;43;26.97571598;1;False
14;BARRA 14;43;26.97571598;1;False
15;BARRA 15;43;26.97571598;2;False
16;BARRA 16;43;26.97571598;1;False
17;BARRA 17;43;26.97571598;1;False
18;BARRA 18;43;26.97571598;1;False
19;BARRA 19;43;26.97571598;1;False
20;BARRA 20;43;26.97571598;2;False
21;BARRA 21;43;26.97571598;1;False
22;BARRA 22;43;26.97571598;1;False
23;BARRA 23;43;26.97571598;1;False
24;BARRA 24;43;26.97571598;2;False
1;BARRA 1;44;26.57182466;1;True
2;BARRA 2;44;26.57182466;1;False
3;BARRA 3;44;26.57182466;1;False
4;BARRA 4;44;26.57182466;1;False
5;BARRA 5;44;26.57182466;1;False
6;BARRA 6;44;26.57182466;1;False
7;BARRA 7;44;26.57182466;1;False
8;BARRA 8;44;26.57182466;1;False
9;BARRA 9;44;26.57182466;1;False
10;BARRA 10;44;26.57182466;1;False
11;BARRA 11;44;26.57182466;1;False
12;BARRA 12;44;26.57182466;1;False
13;BARRA 13;44;26.57182466;1;False
14;BARRA 14;44;26.57182466;1;False
15;BARRA 15;44;26.57182466;2;False
16;BARRA 16;44;26.57182466;1;False
17;BARRA 17;44;26.57182466;1;False
18;BARRA 18;44;26.57182466;1;False
19;BARRA 19;44;26.57182466;1;False
20;BARRA 20;44;26.57182466;2;False
21;BARRA 21;44;26.57182466;1;False
22;BARRA 22;44;26.57182466;1;False
23;BARRA 23;44;26.57182466;1;False
24;BARRA 24;44;26.57182466;2;False
1;BARRA 1;45;26.04966975;1;True
2;BARRA 2;45;26.04966975;1;False
3;BARRA 3;45;26.04966975;1;False
4;BARRA 4;45;26.04966975;1;False
5;BARRA 5;45;26.04966975;1;False
6;BARRA 6;45;26.04966975;1;False
7;BARRA 7;45;26.04966975;1;False
8;BARRA 8;45;26.04966975;1;False
9;BARRA 9;45;26.04966975;1;False
10;BARRA 10;45;26.04966975;1;False
11;BARRA 11;45;26.04966975;1;False
12;BARRA 12;45;26.04966975;1;False
13;BARRA 13;45;26.04966975;1;False
14;BARRA 14;45;26.04966975;1;False
15;BARRA 15;45;26.04966975;2;False
16;BARRA 16;45;26.04966975;1;False
17;BARRA 17;45;26.04966975;1;False
18;BARRA 18;45;26.04966975;1;False
19;BARRA 19;45;26.04966975;1;False
20;BARRA 20;45;26.04966975;2;False
21;BARRA 21;45;26.04966975;1;False
22;BARRA 22;45;26.04966975;1;False
23;BARRA 23;45;26.04966975;1;False
24;BARRA 24;45;26.04966975;2;False
1;BARRA 1;46;25.50798023;1;True
2;BARRA 2;46;25.50798023;1;False
3;BARRA 3;46;25.50798023;1;False
4;BARRA 4;46;25.50798023;1;False
5;BARRA 5;46;25.50798023;1;False
6;BARRA 6;46;25.50798023;1;False
7;BARRA 7;46;25.50798023;1;False
8;BARRA 8;46;25.50798023;1;False
9;BARRA 9;46;25.50798023;1;False
10;BARRA 10;46;25.50798023;1;False
11;BARRA 11;46;25.50798023;1;False
12;BARRA 12;46;25.50798023;1;False
13;BARRA 13;46;25.50798023;1;False
14;BARRA 14;46;25.50798023;1;False
15;BARRA 15;46;25.50798023;2;False
16;BARRA 16;46;25.50798023;1;False
17;BARRA 17;46;25.50798023;1;False
18;BARRA 18;46;25.50798023;1;False
19;BARRA 19;46;25.50798023;1;False
20;BARRA 20;46;25.50798023;2;False
21;BARRA 21;46;25.50798023;1;False
22;BARRA 22;46;25.50798023;1;False
23;BARRA 23;46;25.50798023;1;False
24;BARRA 24;46;25.50798023;2;False
1;BARRA 1;47;24.83430008;1;True
2;BARRA 2;47;24.83430008;1;False
3;BARRA 3;47;24.83430008;1;False
4;BARRA 4;47;24.83430008;1;False
5;BARRA 5;47;24.83430008;1;False
6;BARRA 6;47;24.83430008;1;False
7;BARRA 7;47;24.83430008;1;False
8;BARRA 8;47;24.83430008;1;False
9;BARRA 9;47;24.83430008;1;False
10;BARRA 10;47;24.83430008;1;False
11;BARRA 11;47;24.83430008;1;False
12;BARRA 12;47;24.83430008;1;False
13;BARRA 13;47;24.83430008;1;False
14;BARRA 14;47;24.83430008;1;False
15;BARRA 15;47;24.83430008;2;False
16;BARRA 16;47;24.83430008;1;False
17;BARRA 17;47;24.83430008;1;False
18;BARRA 18;47;24.83430008;1;False
19;BARRA 19;47;24.83430008;1;False
20;BARRA 20;47;24.83430008;2;False
21;BARRA 21;47;24.83430008;1;False
22;BARRA 22;47;24.83430008;1;False
23;BARRA 23;47;24.83430008;1;False
24;BARRA 24;47;24.83430008;2;False
1;BARRA 1;48;23.94626715;1;True
2;BARRA 2;48;23.94626715;1;False
3;BARRA 3;48;23.94626715;1;False
4;BARRA 4;48;23.94626715;1;False
5;BARRA 5;48;23.94626715;1;False
6;BARRA 6;48;23.94626715;1;False
7;BARRA 7;48;23.94626715;1;False
8;BARRA 8;48;23.94626715;1;False
9;BARRA 9;48;23.94626715;1;False
10;BARRA 10;48;23.94626715;1;False
11;BARRA 11;48;23.94626715;1;False
12;BARRA 12;48;23.94626715;1;False
13;BARRA 13;48;23.94626715;1;False
14;BARRA 14;48;23.94626715;1;False
15;BARRA 15;48;23.94626715;2;False
16;BARRA 16;48;23.94626715;1;False
17;BARRA 17;48;23.94626715;1;False
18;BARRA 18;48;23.94626715;1;False
19;BARRA 19;48;23.94626715;1;False
20;BARRA 20;48;23.94626715;2;False
21;BARRA 21;48;23.94626715;1;False
22;BARRA 22;48;23.94626715;1;False
23;BARRA 23;48;23.94626715;1;False
24;BARRA 24;48;23.94626715;2;False
